73776,73465,37006,12069,2947,618,105,13,1,0,0,0
73025,73796,37065,12286,3102,599,106,18,3,0,0,0
73387,73652,36822,12342,3085,593,104,15,0,0,0,0
73547,73578,36693,12493,2979,591,105,12,2,0,0,0
73560,73483,36825,12310,3097,591,111,20,3,0,0,0
73570,73717,36569,12311,3079,621,120,11,2,0,0,0
73410,73389,37063,12334,3049,625,114,15,1,0,0,0
73813,73610,36318,12516,3002,635,85,19,2,0,0,0
73379,73657,36965,12318,2973,573,119,16,0,0,0,0
73678,73607,36563,12327,3129,574,109,13,0,0,0,0
73745,73334,36987,12159,3050,596,112,15,2,0,0,0
73463,73836,36861,12132,2996,594,107,8,2,1,0,0
73806,73440,36557,12356,3093,624,108,14,2,0,0,0
73664,73493,36830,12164,3059,668,106,13,3,0,0,0
73371,73648,36936,12254,3071,623,88,8,1,0,0,0
73701,73397,36535,12416,3156,652,125,17,1,0,0,0
73479,73214,37110,12319,3107,633,126,9,3,0,0,0
73903,73005,36981,12383,2997,629,84,14,3,1,0,0
73487,73795,36509,12347,3109,642,93,16,1,1,0,0
73601,73561,36626,12288,3193,619,97,14,1,0,0,0
73341,73814,36724,12187,3197,609,111,15,2,0,0,0
73956,73275,36745,12214,3103,591,98,16,1,1,0,0
73720,73474,36837,12204,3037,605,111,10,2,0,0,0
73456,73597,36855,12232,3066,660,120,13,1,0,0,0
73623,73236,37137,12225,3035,639,96,8,1,0,0,0
73609,73514,36799,12274,3069,608,114,10,3,0,0,0
73907,73010,36817,12403,3088,633,125,16,1,0,0,0
73517,73774,36525,12397,3092,581,86,24,3,1,0,0
73464,73751,36620,12250,3208,583,110,11,3,0,0,0
73673,73587,36870,12130,2993,628,106,12,1,0,0,0
73766,73562,36663,12237,3089,567,95,19,1,0,1,0
73440,73623,36902,12199,3115,606,97,15,2,1,0,0
73540,73729,36858,12112,3032,604,116,8,1,0,0,0
73349,73797,36957,12080,3073,619,110,14,1,0,0,0
73278,73554,37094,12277,3002,663,118,13,1,0,0,0
73490,74027,36505,12135,3112,620,96,13,2,0,0,0
73631,73747,36453,12363,3055,633,105,13,0,0,0,0
73930,73582,36484,12238,3039,618,96,13,0,0,0,0
73825,73205,37017,12093,3111,640,96,11,1,1,0,0
73700,73390,36938,12148,3064,639,106,11,2,0,2,0
73455,73764,36728,12251,3062,614,116,9,1,0,0,0
73258,73518,37192,12284,3024,601,107,15,1,0,0,0
73732,73332,36811,12357,3021,639,89,16,3,0,0,0
73444,73455,36897,12366,3065,643,111,17,1,1,0,0
73738,73207,36880,12374,3056,621,108,16,0,0,0,0
73669,73357,36802,12361,3079,602,110,19,1,0,0,0
73674,73493,36932,12138,3035,596,113,16,3,0,0,0
73692,73172,36907,12281,3190,615,118,22,3,0,0,0
73867,73466,36603,12263,3070,605,102,23,1,0,0,0
73737,73462,36714,12252,3085,638,96,16,0,0,0,0
74017,73285,36680,12215,3080,605,98,18,2,0,0,0
73581,73640,36716,12303,3067,580,99,12,2,0,0,0
73598,73756,36709,12058,3148,621,95,15,0,0,0,0
73678,73715,36653,12110,3106,617,105,16,0,0,0,0
74079,73339,36347,12321,3125,670,99,20,0,0,0,0
73268,73727,36823,12325,3140,589,110,14,4,0,0,0
