73221,73731,37190,12155,2983,592,116,10,2,0,0,0
73262,73700,36900,12298,3094,624,100,22,0,0,0,0
73232,73685,37084,12282,3011,601,94,11,0,0,0,0
73205,73765,36879,12247,3175,616,95,15,3,0,0,0
73541,73552,36757,12182,3212,638,106,12,0,0,0,0
73790,73516,36529,12295,3129,628,97,14,2,0,0,0
73684,73472,36841,12106,3137,653,96,11,0,0,0,0
73482,73552,36852,12428,2953,598,118,14,2,1,0,0
73955,73226,36974,12164,2974,606,87,11,3,0,0,0
73417,73481,36850,12433,3055,634,116,11,3,0,0,0
73742,73541,36741,12252,3029,585,95,12,3,0,0,0
73550,73360,36920,12426,2993,622,115,14,0,0,0,0
73544,73344,36966,12290,3110,635,99,9,3,0,0,0
73634,73586,36773,12216,3079,597,98,17,0,0,0,0
73426,73952,36635,12171,3085,604,104,21,2,0,0,0
73525,73717,36455,12518,3075,585,106,15,4,0,0,0
73680,73492,36797,12289,3008,629,91,11,3,0,0,0
73614,73544,36722,12226,3158,616,102,13,5,0,0,0
73594,73455,36719,12435,3074,619,83,20,1,0,0,0
73549,73494,36781,12326,3100,625,105,18,2,0,0,0
73244,73813,36544,12641,3081,562,92,22,1,0,0,0
73642,73299,36888,12355,3068,613,117,15,3,0,0,0
73607,73481,36786,12262,3077,667,100,18,2,0,0,0
73632,73741,36743,12074,3093,592,103,15,7,0,0,0
73437,73779,36589,12405,3038,648,91,9,4,0,0,0
73422,73700,36922,12163,3061,597,117,14,4,0,0,0
73650,73481,36833,12254,3044,609,114,13,2,0,0,0
73552,73998,36467,12134,3105,595,127,21,1,0,0,0
73409,73665,36758,12331,3110,605,111,8,2,1,0,0
73454,73705,36929,12197,2979,638,77,17,4,0,0,0
73664,73520,36870,12224,3024,567,117,13,1,0,0,0
73421,73381,36946,12329,3204,588,116,14,1,0,0,0
73490,73561,36740,12380,3080,640,102,7,0,0,0,0
73800,73310,36816,12245,3125,595,93,14,2,0,0,0
73819,73213,37004,12159,3120,585,86,11,3,0,0,0
73167,73906,36861,12280,3086,588,96,14,2,0,0,0
73753,73423,36992,12070,3061,585,96,17,2,1,0,0
73643,73591,36659,12246,3171,568,105,13,4,0,0,0
73856,73580,36528,12236,3028,650,105,16,1,0,0,0
73583,73692,36806,12150,3040,612,101,14,1,1,0,0
73907,73441,36639,12263,3049,591,90,17,3,0,0,0
73491,73314,37088,12247,3140,602,99,19,0,0,0,0
73689,73678,36632,12178,3083,621,105,12,1,1,0,0
73649,73480,36940,12160,3070,604,87,8,1,1,0,0
73645,73455,36877,12204,3127,575,106,9,2,0,0,0
73410,73651,36852,12272,3097,593,107,16,0,2,0,0
73350,73914,36803,12125,3064,619,105,19,1,0,0,0
73887,72961,37086,12241,3118,593,102,8,4,0,0,0
73761,73229,37175,12138,3009,562,109,12,5,0,0,0
73596,73694,36729,12110,3134,615,106,16,0,0,0,0
73853,73505,36652,12145,3084,648,101,12,0,0,0,0
73993,73324,36537,12324,3111,604,95,11,1,0,0,0
73651,73360,36977,12227,3103,568,101,13,0,0,0,0
73863,73549,36672,12143,3104,557,90,21,1,0,0,0
73736,73629,36630,12304,2973,599,112,14,2,1,0,0
73661,73390,36943,12184,3058,642,99,22,1,0,0,0
73643,73801,36499,12306,3039,583,113,15,1,0,0,0
73716,72897,37005,12518,3117,610,112,21,4,0,0,0
73757,73337,36599,12419,3160,597,115,16,0,0,0,0
73611,73428,37169,12117,2995,564,106,9,1,0,0,0
73624,73464,36746,12339,3081,621,109,15,1,0,0,0
73392,73800,36979,11987,3144,589,88,19,2,0,0,0
73776,73468,36446,12474,3102,620,97,15,2,0,0,0
73800,73164,36949,12321,2996,648,104,15,3,0,0,0
73527,74008,36654,12155,2956,577,103,18,2,0,0,0
73407,73723,36897,12088,3099,656,112,17,1,0,0,0
73807,73408,36873,12136,3063,598,96,16,2,1,0,0
73127,73883,36890,12355,3029,602,99,12,3,0,0,0
73617,73247,36740,12437,3220,634,97,7,1,0,0,0
73971,73342,36738,12235,2975,618,98,20,2,1,0,0
73580,73582,36838,12125,3154,610,97,13,1,0,0,0
73656,73481,36729,12320,3113,582,98,20,1,0,0,0
73371,73526,36952,12303,3143,607,86,12,0,0,0,0
73506,73571,36838,12278,3083,591,111,18,4,0,0,0
73770,73646,36529,12205,3110,631,95,14,0,0,0,0
73377,73682,36841,12290,3060,621,100,28,1,0,0,0
73549,73773,36578,12269,3057,653,104,15,2,0,0,0
73163,73692,36957,12316,3120,641,100,11,0,0,0,0
73755,73858,36391,12128,3120,625,110,12,1,0,0,0
73863,73195,36793,12359,3072,620,83,13,0,2,0,0
73433,73846,36695,12221,3095,592,102,14,2,0,0,0
73653,73209,36969,12309,3104,631,110,12,3,0,0,0
73188,73540,36910,12489,3138,617,100,17,1,0,0,0
73830,73548,36555,12260,3075,621,97,14,0,0,0,0
73456,73591,36872,12218,3127,628,102,6,0,0,0,0
73694,73700,36676,12148,3061,594,113,12,2,0,0,0
73556,73834,36596,12263,3077,563,95,12,3,1,0,0
73681,73761,36604,12187,3008,643,102,14,0,0,0,0
73649,73353,36705,12437,3131,613,97,12,2,1,0,0
73320,73777,36971,12222,2980,602,114,12,2,0,0,0
72955,73789,37160,12265,3048,654,111,17,1,0,0,0
73393,73733,36838,12265,3025,624,101,18,3,0,0,0
73359,73864,36767,12098,3132,653,112,14,1,0,0,0
73549,73879,36658,12168,3030,608,95,11,2,0,0,0
73628,73302,37054,12277,3007,613,102,16,1,0,0,0
