0,3335634,30,2,100
1,3331617,30,2,100
2,3332849,30,2,100
3,3334085,30,2,100
4,3334313,30,2,100
5,3333931,30,2,100
6,3334288,30,2,100
7,3334428,30,2,100
8,3333831,30,2,100
9,3331624,30,2,100
10,3336233,30,2,100
11,3333453,30,2,100
12,3331113,30,2,100
13,3332901,30,2,100
14,3333311,30,2,100
15,3333915,30,2,100
16,3333992,30,2,100
17,3334886,30,2,100
18,3332940,30,2,100
19,3331322,30,2,100
20,3335273,30,2,100
21,3332499,30,2,100
22,3332953,30,2,100
23,3334953,30,2,100
24,3331759,30,2,100
25,3333167,30,2,100
26,3332800,30,2,100
27,3331022,30,2,100
28,3331610,30,2,100
29,3333298,30,2,100
0,3331437,30,2,233424280
1,3333627,30,2,233424280
2,3334419,30,2,233424280
3,3335023,30,2,233424280
4,3337499,30,2,233424280
5,3334473,30,2,233424280
6,3333875,30,2,233424280
7,3334134,30,2,233424280
8,3331197,30,2,233424280
9,3331263,30,2,233424280
10,3332463,30,2,233424280
11,3336722,30,2,233424280
12,3335417,30,2,233424280
13,3333676,30,2,233424280
14,3333080,30,2,233424280
15,3332926,30,2,233424280
16,3333146,30,2,233424280
17,3335227,30,2,233424280
18,3333388,30,2,233424280
19,3330766,30,2,233424280
20,3332466,30,2,233424280
21,3334853,30,2,233424280
22,3331767,30,2,233424280
23,3332882,30,2,233424280
24,3331445,30,2,233424280
25,3333088,30,2,233424280
26,3332720,30,2,233424280
27,3331334,30,2,233424280
28,3333374,30,2,233424280
29,3332313,30,2,233424280
0,3333897,30,2,429496729
1,3332858,30,2,429496729
2,3334490,30,2,429496729
3,3332955,30,2,429496729
4,3331037,30,2,429496729
5,3331840,30,2,429496729
6,3331818,30,2,429496729
7,3335666,30,2,429496729
8,3334567,30,2,429496729
9,3333977,30,2,429496729
10,3330851,30,2,429496729
11,3334967,30,2,429496729
12,3336483,30,2,429496729
13,3334012,30,2,429496729
14,3331696,30,2,429496729
15,3333475,30,2,429496729
16,3334708,30,2,429496729
17,3334211,30,2,429496729
18,3333732,30,2,429496729
19,3333436,30,2,429496729
20,3332346,30,2,429496729
21,3330405,30,2,429496729
22,3333399,30,2,429496729
23,3331865,30,2,429496729
24,3334467,30,2,429496729
25,3332498,30,2,429496729
26,3333176,30,2,429496729
27,3333894,30,2,429496729
28,3333223,30,2,429496729
29,3334051,30,2,429496729
