0,3335266,30,2,100
1,3329775,30,2,100
2,3335172,30,2,100
3,3332116,30,2,100
4,3334322,30,2,100
5,3332867,30,2,100
6,3333954,30,2,100
7,3334572,30,2,100
8,3333813,30,2,100
9,3336696,30,2,100
10,3332155,30,2,100
11,3334431,30,2,100
12,3333017,30,2,100
13,3332700,30,2,100
14,3333141,30,2,100
15,3331784,30,2,100
16,3332922,30,2,100
17,3332373,30,2,100
18,3331011,30,2,100
19,3333686,30,2,100
20,3333400,30,2,100
21,3332564,30,2,100
22,3334783,30,2,100
23,3334334,30,2,100
24,3332981,30,2,100
25,3336147,30,2,100
26,3331478,30,2,100
27,3335220,30,2,100
28,3331128,30,2,100
29,3332192,30,2,100
0,3333022,30,2,233424280
1,3332684,30,2,233424280
2,3333586,30,2,233424280
3,3333552,30,2,233424280
4,3332398,30,2,233424280
5,3334825,30,2,233424280
6,3334686,30,2,233424280
7,3333561,30,2,233424280
8,3335273,30,2,233424280
9,3333035,30,2,233424280
10,3332654,30,2,233424280
11,3332671,30,2,233424280
12,3332854,30,2,233424280
13,3335126,30,2,233424280
14,3332725,30,2,233424280
15,3334699,30,2,233424280
16,3335386,30,2,233424280
17,3332622,30,2,233424280
18,3330971,30,2,233424280
19,3331590,30,2,233424280
20,3333921,30,2,233424280
21,3334923,30,2,233424280
22,3333129,30,2,233424280
23,3332407,30,2,233424280
24,3332887,30,2,233424280
25,3331967,30,2,233424280
26,3332014,30,2,233424280
27,3332638,30,2,233424280
28,3333947,30,2,233424280
29,3334247,30,2,233424280
